LOGRADOURO,BAIRRO,CIDADE,CEP,
Rua Aderaldino Fernandes da Silva,Barcelona Park,Montes Claros,39401820,
Rua Aderaldino Fernandes da Silva,Vila Atlântida,Montes Claros,39401144,
Avenida Adolfina Boa Sorte,Vila Exposição,Montes Claros,39400551,
"Avenida Adolfina Boa Sorte
- até 499/500",Tancredo Neves,Montes Claros,39400552,
"Avenida Adolfina Boa Sorte
- de 501/502 ao fim",Santa Cecília,Montes Claros,39404517,
Rua Adriano M. Siqueira,Conjunto Cristo Rei,Montes Claros,39402392,
Rua Adão Dias,Santa Eugênia,Montes Claros,39401244,
Rua Adão Gomes Ferreira,Renascença,Montes Claros,39400656,
Avenida Adélia Miranda Oliveira,Panorama II,Montes Claros,39401596,
Rua Adélia Miranda de Oliveira,Ibituruna,Montes Claros,39401413,
Avenida Aeroporto,Jaraguá,Montes Claros,39404214,
Rua Afonso André,Centro,Montes Claros,39400066,
Rua Afonso André,Roxo Verde,Montes Claros,39400537,
Rua Afonso Celso Guimarães,Jardim São Luiz,Montes Claros,39401058,
Avenida Alcides Rabelo,Alcides Rabelo,Montes Claros,39401414,
Rua Alcides de Andrade,Vila Brasília,Montes Claros,39400147,
Rua Alcita,Vila Ipiranga,Montes Claros,39402031,
Rua Alcobaca,Village do Lago I,Montes Claros,39404747,
Avenida Aldete Prates,Jardim Alvorada,Montes Claros,39402249,
Rua Alegria,Renascença,Montes Claros,39400269,
"Rua Alemanha
- até 519/520",Independência,Montes Claros,39404374,
"Rua Alemanha
- de 521/522 ao fim",Nova Suiça,Montes Claros,39406332,
Rua Alexandre Herculano,Ibituruna,Montes Claros,39408200,
Rua Alexandria,Santo Inácio,Montes Claros,39402567,
Rua Alexina Pereira,Dona Gregória,Montes Claros,39403045,
Rua Alfenas,Ibituruna,Montes Claros,39401377,
Rua Alferes José Lopes,Alto São João,Montes Claros,39400293,
Avenida Alfredo Coutinho,Centro,Montes Claros,39400039,
Rua Alfredo Tempônio,Vila Ipiranga,Montes Claros,39402668,
Rua Algita,Monte Carmelo,Montes Claros,39402073,
Rua Aliança,Santa Lúcia,Montes Claros,39402091,
Rua Alice Ferreira Ogando,Ibituruna,Montes Claros,39401280,
Rua Alice Pereira,Residencial Rio Cedro,Montes Claros,39405844,
Rua Almandina,Lourdes,Montes Claros,39401484,
Rua Almerinda Vilasboas,Centro,Montes Claros,39401060,
Rua Aloísio Azevedo,Village do Lago I,Montes Claros,39404748,
Avenida Altair Pereira de Souza,Vera Cruz,Montes Claros,39400786,
Rua Altamira,Ibituruna,Montes Claros,39401378,
Rua Alterosa,Ibituruna,Montes Claros,39408205,
"Rua Ana Dionisia
- de 1/2 a 464/465",Clarindo Lopes,Montes Claros,39402544,
"Rua Ana Dionisia
- de 466/467 a 757/758",Santa Rita II,Montes Claros,39402857,
Rua Ana Fagundes,Jardim Panorama,Montes Claros,39401523,
Rua Ana Ferreira Antunes,Santa Eugênia,Montes Claros,39401259,
Rua Ana Gonçalves Silva,Nova Morada,Montes Claros,39401526,
Rua Ana Joaquina Rodrigues,Bela Vista,Montes Claros,39401724,
Rua Ana Veloso,Monte Alegre,Montes Claros,39401489,
Rua Ananias Caldeira Brant,Santa Rita I,Montes Claros,39400706,
Beco Andorinha,Santos Reis,Montes Claros,39401185,
Rua Andorinha,Alcides Rabelo,Montes Claros,39401418,
Rua André Luiz,Canelas,Montes Claros,39402412,
Rua André Vinícius da Silva,São Judas Tadeu,Montes Claros,39402381,
Rua Angico,Alto Floresta,Montes Claros,39404072,
Rua Angico,Canelas,Montes Claros,39402602,
Rua Angélica Caldeira Brant,João Gordo,Montes Claros,39400035,
Rua Anhanguera,Cândida Câmara,Montes Claros,39401034,
Rua Anita Malveira,Vila Oliveira,Montes Claros,39401114,
Rua Anjo Arroyo,Conjunto Joaquim Costa,Montes Claros,39403155,
Rua Anselmo José dos Santos,Dona Gregória,Montes Claros,39403048,
Rua Antenor Leite,Vila Guilhermina,Montes Claros,39400491,
Rua Antonia Veloso Barbosa,Conjunto Clarice Alves Vieira,Montes Claros,39404770,
Rua Antonieta Canela,São Judas Tadeu,Montes Claros,39401004,
Rua Antonio Lopes da Silva,Bela Vista,Montes Claros,39401531,
Rua Antonio Nunes da Silva,Augusta Mota,Montes Claros,39403442,
Rua Antonio Pereira,Alice Maia,Montes Claros,39400650,
Rua 1B3-09,Residencial Fruta do Conde,Uberlândia,38418604,
Rua 1D1-04,Residencial Fruta do Conde,Uberlândia,38418550,
Rua 3C1-09,Loteamento Monte Hebron,Uberlândia,38421589,
Rua 3C3-08,Loteamento Monte Hebron,Uberlândia,38421607,
Rua 3C4-01,Loteamento Monte Hebron,Uberlândia,38421604,
Avenida A,Morada Nova,Uberlândia,38421671,
Avenida A,Jardim Panorama,Uberlândia,38405388,
Rua A,Tabajaras,Uberlândia,38400263,
Rua A,Granja Marileusa,Uberlândia,38406640,
"Rua A
(Lot Flanboyant)",Minas Gerais,Uberlândia,38402715,
Rua A,Alto Umuarama,Uberlândia,38405452,
"Rua A
(Lot Sit R N S Aparecida)",Shopping Park,Uberlândia,38425251,
Rua A,Loteamento Centro Empresarial Leste I,Uberlândia,38409650,
"Rua AU-4
(Lot Acácias)",Jardim Karaíba,Uberlândia,38411209,
Rua Abadia Paulina da Silva,Santa Rosa,Uberlândia,38401730,
Rua Abadia dos Dourados,Jardim Europa,Uberlândia,38414587,
Rua Abadio Abdala Tannus,Tocantins,Uberlândia,38415288,
Avenida Abadio Bonifácio da Silva,Granada,Uberlândia,38410130,
Rua Abaeté,Jardim Karaíba,Uberlândia,38411374,
Rua Abalém Moruta Frangia,Marta Helena,Uberlândia,38402038,
Rua Abdala Attiê,Vigilato Pereira,Uberlândia,38408436,
Rua Abdalla Haddad,Centro,Uberlândia,38400115,
"Rua Abelardo Penna
- de 1 ao fim - lado ímpar",São Jorge,Uberlândia,38410222,
"Rua Abelardo Penna
- de 2 ao fim - lado par",Laranjeiras,Uberlândia,38410229,
Rua Abiail Figueiredo Gil,Santa Rosa,Uberlândia,38401736,
Rua Adélia Miguel Abrahão,Alto Umuarama,Uberlândia,38405381,
Rua Aelza Amélia Pereira,Jardim Ipanema,Uberlândia,38406262,
Rua Aeronauta,Jardim Ipanema,Uberlândia,38406292,
Rua Aeróbica,Guarani,Uberlândia,38415423,
Rua Afif Attiê,Jardim Patrícia,Uberlândia,38414196,
Rua Afonso Arinos de Melo Franco,Tubalina,Uberlândia,38412032,
Rua Afonso Egydio de Souza,Distrito Industrial,Uberlândia,38402332,
Rua Afonso Lourenço,Granada,Uberlândia,38410080,
Rua Afonso Oliveira Sá,Jardim Patrícia,Uberlândia,38414183,
"Avenida Afonso Pena
- de 4102/4103 a 5018/5019",Umuarama,Uberlândia,38405309,
"Avenida Afonso Pena
- até 568/569",Centro,Uberlândia,38400128,
"Avenida Afonso Pena
- de 570/571 a 980/0981",Centro,Uberlândia,38400130,
"Avenida Afonso Pena
- de 0982/983 a 1836/1837",Nossa Senhora Aparecida,Uberlândia,38400706,
"Avenida Afonso Pena
1836",Nossa Senhora Aparecida,Uberlândia,38408959,
"Avenida Afonso Pena
- de 1838/1839 a 2909/2910",Nossa Senhora Aparecida,Uberlândia,38400708,
"Avenida Afonso Pena
- de 2911/2912 a 4100/4101",Brasil,Uberlândia,38400710,
"Avenida Afonso Pena
- de 5020/5021 ao fim",Alto Umuarama,Uberlândia,38405348,
Avenida Afonso Vilar,Shopping Park,Uberlândia,38425407,
Rua Afonso de Oliveira Sá,Luizote de Freitas,Uberlândia,38414395,
Avenida Afrânio Rodrigues da Cunha,Tabajaras,Uberlândia,38400262,
"Avenida Afrânio Rodrigues da Cunha
50",Tabajaras,Uberlândia,38402959,
Rua Agamenon Magalhães,Tabajaras,Uberlândia,38400240,
Rua Agata,Jardim Inconfidência,Uberlândia,38411638,
Rua Agenor Bino,Luizote de Freitas,Uberlândia,38414366,
Rua Agenor Borges,Tocantins,Uberlândia,38415321,
Rua Alaor Carlos Garcia,Jardim Brasília,Uberlândia,38401883,
Praça Alaor Rodrigues da Cunha,Bom Jesus,Uberlândia,38400333,
Praça Alarico Assumpção,Santa Rosa,Uberlândia,38401298,
Rua Alaska,Tibery,Uberlândia,38405104,
Praça Alayde Rezende Pereira,Osvaldo Rezende,Uberlândia,38400416,
Rua Albacis Cavalcanti,Luizote de Freitas,Uberlândia,38414304,
Rua Albatroz,Grand Ville,Uberlândia,38407665,
Rua Albert Rodrigues,Vallee,Uberlândia,38413136,
Rua Albertina Chacur,Shopping Park,Uberlândia,38425454,
Rua Albertino Rodrigues,Santa Rosa,Uberlândia,38401244,
Rua Albertino Rodrigues de Oliveira,Jardim Patrícia,Uberlândia,38414054,
Rua Albertino Silva,Presidente Roosevelt,Uberlândia,38401220,
Rua Alberto Alves Cabral,Santa Mônica,Uberlândia,38408226,
Rua Alberto Araujo,Chácaras Tubalina e Quartel,Uberlândia,38413357,
Alameda Alberto Costa Matos,Jardim Karaíba,Uberlândia,38411222,
Rua Alberto Gomes,Alto Umuarama,Uberlândia,38405360,
Rua Alberto Marques,Presidente Roosevelt,Uberlândia,38401090,
Rua Alberto Martins Ribeiro,Jardim Patrícia,Uberlândia,38414162,
Rua Alberto Rodrigues,Presidente Roosevelt,Uberlândia,38401202,
Rua Circular Alberto Schwitzer,Jaraguá,Uberlândia,38413411,
Rua Alberto Toledo Barton,Jaraguá,Uberlândia,38413407,
Rua Alberto de Souza,Presidente Roosevelt,Uberlândia,38401010,
Rua Albuquerque,Novo Mundo,Uberlândia,38407720,
Rua Alcaide,Dom Almir,Uberlândia,38407033,
Rua Alceu Alves Mendes,Chácaras Tubalina e Quartel,Uberlândia,38413318,
"Rua Alessandra Aparecida dos Santos
(Campo Alegre)",São Jorge,Uberlândia,38410457,
Avenida Alexandre Henke André de Oliveira,Tibery,Uberlândia,38405118,
"Rua Alexandre Marquez
- até 861/862",Martins,Uberlândia,38400446,
"Rua Alexandre Marquez
- de 863/864 ao fim",Osvaldo Rezende,Uberlândia,38400379,
Rua Alexandre Martins Marquez,Vigilato Pereira,Uberlândia,38408456,
Rua Alexandre Martins da Silva,São Jorge,Uberlândia,38410200,
Avenida Alexandre Ribeiro Guimarães,Saraiva,Uberlândia,38408050,
Rua Alexandre Zucketti,Minas Gerais,Uberlândia,38402680,
Rua Alexandre de Oliveira Marquez,Vigilato Pereira,Uberlândia,38408458,
Rua Alexandria,Jardim Europa,Uberlândia,38414698,
Rua Alexandrina de Castro Cunha,Jardim Colina,Uberlândia,38411346,
Avenida Alexandrino Alves Vieira,Santa Rosa,Uberlândia,38401240,
Rua Alexandrino Santos Lima,Santa Mônica,Uberlândia,38408082,
Rua Alexandrino dos Santos,Lídice,Uberlândia,38400136,
Rua Alexandrita,Jardim Inconfidência,Uberlândia,38411644,
Avenida Alexi Abrahão,Nova Uberlândia,Uberlândia,38412622,
Rua Alfa,Saraiva,Uberlândia,38408480,
Rua Alfenas,Osvaldo Rezende,Uberlândia,38400422,
Rua Alfredo Fonseca Marquez,Jardim Sul,Uberlândia,38411688,
Rua Alfredo Júlio,Osvaldo Rezende,Uberlândia,38400402,
Rua Alfredo Maximiano Alves,Granada,Uberlândia,38410156,
Rua Alfredo Melo de Abreu,Luizote de Freitas,Uberlândia,38414405,
Alameda Alfredo Morais,Jardim Karaíba,Uberlândia,38411204,
Rua Alfredo Nasser Júnior,Santa Luzia,Uberlândia,38408744,
Alameda Alfredo Petri,Jardim Karaíba,Uberlândia,38411200,
Avenida A,Fábio Notini,Divinópolis,35503674,
Avenida A,Orion,Divinópolis,35503610,
Rua A,São Judas Tadeu,Divinópolis,35504463,
Rua A,João Paulo II,Divinópolis,35504454,
Rua A,Realengo,Divinópolis,35504321,
Rua A-3,Santos Dumont,Divinópolis,35501115,
Rua A-4,Santos Dumont,Divinópolis,35501117,
Rua A-5,Santos Dumont,Divinópolis,35501119,
Rua Abaeté,Santa Clara,Divinópolis,35500082,
Rua Abelardo Moreira Gomes,Chanadour,Divinópolis,35501352,
Rua Acalifas,Belo Vale,Divinópolis,35502504,
Avenida Acauâ,Conjunto Habitacional Osvaldo Machado Gontijo,Divinópolis,35503091,
Rua Acessita,São Bento,Divinópolis,35500777,
Rua Acuçena,Santa Clara,Divinópolis,35503595,
Rua Acylino Diniz Moreira,Santos Dumont,Divinópolis,35501131,
Rua Adair Junqueira Gontijo,Residencial Fonte Boa,Divinópolis,35502791,
Rua Adalberto Avelar,Halin Souki,Divinópolis,35500803,
Rua Adelino Gomes,Interlagos,Divinópolis,35500464,
Rua Adelino de Souza,Esplanada,Divinópolis,35501040,
Rua Ademir Barbosa,Quintino,Divinópolis,35503012,
Rua Adolfo Machado,Nova Holanda,Divinópolis,35501741,
Praça Adolfo Pedro da Costa,Catalão,Divinópolis,35501821,
Rua Adonida da Silva Benevenuto,São Miguel,Divinópolis,35502215,
Rua Afonsina,Catalão,Divinópolis,35501217,
Avenida Afonso Pena,Manoel Valinhas,Divinópolis,35500284,
Rua Afonso Pena,Serra Verde,Divinópolis,35502140,
Rua Afonso Pereira da Silva,Santo André,Divinópolis,35501428,
"Rua Afrânio Peixoto
- até 1699/1700",Catalão,Divinópolis,35501204,
"Rua Afrânio Peixoto
- de 1701/1702 ao fim",São José,Divinópolis,35501284,
"Rua Agapantos
- até 1018/1019",Quinta das Palmeiras,Divinópolis,35501147,
"Rua Agapantos
- de 1020/1021 ao fim",Terra Azul,Divinópolis,35501879,
Rua Agenor Caetano de Paula,São Sebastião,Divinópolis,35500127,
Rua Agostinho Assunção,Orion,Divinópolis,35502414,
Rua Agostinho Joaquim de Souza,Santa Clara,Divinópolis,35500072,
Rua Ahílton Batista dos Santos,Mar e Terra,Divinópolis,35504740,
Rua Aimorés,Santa Clara,Divinópolis,35500079,
Rua Alagoas,Centro,Divinópolis,35500014,
Rua Alameda Rio Preto,Planalto,Divinópolis,35501814,
Rua Alaor Coelho,Serra Verde,Divinópolis,35502145,
Rua Alaor Nunes Coelho,Nossa Senhora das Graças,Divinópolis,35501059,
Rua Alaíde Parreira Soares,Orion,Divinópolis,35502471,
Rua Albert Sabin,Quintino,Divinópolis,35503013,
Rua Albertino Pena,Chanadour,Divinópolis,35501377,
Rua Alberto Coimbra Filho,Nossa Senhora das Graças,Divinópolis,35501092,
Rua Alcatraz,Serra Verde,Divinópolis,35502803,
Rua Alceu Amoroso Lima,Chanadour,Divinópolis,35501295,
Rua Alcobaça,Das Oliveiras,Divinópolis,35502097,
Rua Aleandro Pinto Silva,Residencial Lagoa dos Mandarins,Divinópolis,35503291,
Rua Alexandre Souza Morato,Dona Quita,Divinópolis,35503392,
Rua Alexandre de Souza Morato,Vale do Sol,Divinópolis,35504053,
Rua Alexandre de Souza Morato,Dona Quita,Divinópolis,35500502,
"Rua Alexandrina Figueiredo
- até 99997/99998",Interlagos,Divinópolis,35500472,
"Rua Alexandrina Figueiredo
- de 1/2 a 99997/99998",Paraíso,Divinópolis,35503378,
"Rua Alexandrina Figueiredo
- de 1/2 ao fim",Dona Quita,Divinópolis,35503404,
Rua Alfeu de Oliveira Damaso,Residencial Doutor Walchir Resende Costa,Divinópolis,35503134,
Rua Alfredo Coporalli,Residencial Morumbi,Divinópolis,35502382,
Rua Alfredo Rachid,São Roque,Divinópolis,35502433,
Rua Alhambra,São Luís,Divinópolis,35500207,
Rua Alice Bueno,Icaraí,Divinópolis,35502276,
Rua Alice Faria,Casa Nova,Divinópolis,35501473,
Rua Alisson Soares de Oliveira,Liberdade,Divinópolis,35502626,
Avenida Almeida Júnior,João Antônio Gonçalves,Divinópolis,35501449,
Rua Almerinda Alves Gontijo,Residencial Alto das Oliveiras,Divinópolis,35503078,
Rua Almerinda Apolinária Alves,Antares,Divinópolis,35504017,
Rua Almirante Barroso,Catalão,Divinópolis,35501219,
Rua Almirante Tamandaré,Catalão,Divinópolis,35501223,
Rua Almiro das Graças Miquelino,Juza Fonseca,Divinópolis,35501724,
Rua Alonso Epifânio,Santa Tereza,Divinópolis,35501085,
Rua Alonso Epifânio,Interlagos,Divinópolis,35500466,
Rua Alonso da Cunha Dias,Do Carmo,Divinópolis,35500743,
Rua Alpha,Anchieta,Divinópolis,35502167,
Rua Altamiro de Oliveira Camargos,Residencial Doutor Walchir Resende Costa,Divinópolis,35503133,
Rua Altino de Oliveira Campos,Padre Eustáquio,Divinópolis,35500551,
Avenida Alto da Colina,João Antônio Gonçalves,Divinópolis,35501464,
Avenida Alto da Lapa,João Antônio Gonçalves,Divinópolis,35501466,
Rua Alamiro Augusto Silva,Vila São Geraldo,Varginha,37030460,
Rua Alaor Bernardes,Residencial Alto Pinheiros,Varginha,37036822,
Rua Alaor Roquim,Conjunto Habitacional Centenário,Varginha,37056460,
Rua Alaor de Paiva Belato,Sagrado Coração,Varginha,37005015,
Avenida Alayde Ribeiro Bueno,Conjunto Habitacional Sion,Varginha,37044490,
Rua Alba Valéria Loredo,Dos Carvalhos,Varginha,37045019,
Avenida Alberico Petrin,Primavera,Varginha,37070470,
Rua Alberto Baldoni,Bela Vista,Varginha,37014790,
Rua Alberto Cabre,Vila Pinto,Varginha,37010630,
Rua Alberto Mário Lúcio,Vila Ipiranga,Varginha,37004220,
Praça Alberto Sales,Santa Maria,Varginha,37022500,
Rua Alcides Claudiano Soares,Jardim Panorama,Varginha,37022640,
Rua Aldo Antônio Maselli,Santa Terezinha,Varginha,37074130,
Rua Alexandre Lopes Zamboti,São Sebastião,Varginha,37044080,
Praça Alexandre Mambelli,Conjunto Habitacional Centenário,Varginha,37056160,
Rua Alferes Joaquim Antônio,Vila Pinto,Varginha,37010600,
Avenida Alfredo Braga de Carvalho,Industrial JK,Varginha,37062440,
"Rua Alice Rozendo de Andrade
- até 418/419",São José,Varginha,37036401,
"Rua Alice Rozendo de Andrade
- de 420/421 ao fim",São José,Varginha,37036402,
Rua Alice,Vila Bueno,Varginha,37006490,
"Rua Allan Kardec
- até 112/113",Bom Pastor,Varginha,37014180,
"Rua Allan Kardec
- de 114/115 a 170/171",Bom Pastor,Varginha,37014182,
"Rua Allan Kardec
- de 172/173 a 668/669",Bom Pastor,Varginha,37014183,
"Rua Allan Kardec
- de 670/671 ao fim",Bom Pastor,Varginha,37014184,
Rua Almir Ferreira,Jardim Sion,Varginha,37048290,
Rua Amélia de Biagi Bueno,Jardim Ribeiro,Varginha,37068010,
Rua Américo Barreto de Matos,Jardim Mariana,Varginha,37011012,
Rua Américo Manoel Gazola,Primavera,Varginha,37070520,
Rua Américo Noronha de Menezes,Imperial II,Varginha,37045160,
Rua Ana Anésia Kalle,Jardim Mont Serrat,Varginha,37036290,
"Rua Ana Augusta Braga
- até 178/179",Centro,Varginha,37004020,
"Rua Ana Augusta Braga
- de 180/181 ao fim",Centro,Varginha,37004023,
Rua Ana Chagas Pinho,Parque Residencial Jardins do Ágape,Varginha,37026752,
Rua Ana Clepf,Jardim Corcetti I,Varginha,37036650,
Rua Ana Domiciano Nogueira,Vale dos Coqueiros,Varginha,37070710,
"Avenida Ana Jacinta
- até 469/470",Bom Pastor,Varginha,37014240,
"Avenida Ana Jacinta
- de 471/472 a 809/810",Bom Pastor,Varginha,37014241,
"Avenida Ana Jacinta
- de 811/812 ao fim",Bom Pastor,Varginha,37014242,
Rua Ana Maria Reis Penha,Vila Paiva,Varginha,37018087,
Rua Ana Simões Madeira,Treviso,Varginha,37007076,
Travessa Ana de Souza,Vila Bueno,Varginha,37006540,
Rua Andrelândia,Conjunto Habitacional Sion,Varginha,37044560,
Rua André Martins Júnior,Jardim Bouganville,Varginha,37031018,
Rua André dos Reis,Jardim Orlândia,Varginha,37010160,
Travessa Angelina Lúcio Hassum,Vila Ipiranga,Varginha,37004230,
Rua Angelina de Lourdes Calixto,Porto Real,Varginha,37031418,
Rua Angelo Hairan Roquim,Park Rinaldo,Varginha,37036440,
Avenida Anita Botrel Sales,Campos Elíseos,Varginha,37018181,
Praça Anna Jarvis,Campos Elíseos,Varginha,37018370,
Rua Antenor José de Carvalho,Jardim Santa Mônica,Varginha,37060300,
Rua Antônio Cesário,Bom Pastor,Varginha,37014310,
Rua Antônio Chaves Ribeiro,Imaculada Conceição,Varginha,37070160,
Rua Antônio Chinês,Vale dos Coqueiros,Varginha,37070706,
Rua Antônio Custódio Silva,Conjunto Habitacional Centenário,Varginha,37056520,
Rua Antônio Cândido Rennó,Parque São José,Varginha,37030230,
Rua Antônio Cândido da Silva,Alta Villa,Varginha,37033025,
Rua Antônio Cândido de Souza,Vale dos Coqueiros,Varginha,37070714,
Rua Antônio Dias Barbosa,Cid Nova,Sao Jose Da Varginha,35694000,
Rua Antônio Elias Cardoso,Jardim Mont Serrat,Varginha,37036185,
Rua Antônio Ferreira de Miranda,Park Rinaldo,Varginha,37036050,
Avenida Antônio Frederico Ozanan,Conjunto Habitacional Sion,Varginha,37044480,
Avenida Antônio Gabriel da Silva,Condomínio Residencial Urupês,Varginha,37062641,
Rua Antônio Galvão,Parque Boa Vista,Varginha,37014410,
Rua Antônio Gomes,Vila Nogueira,Varginha,37006090,
Rua Antônio José Barroso,Sagrado Coração,Varginha,37005003,
Rua Antônio José Duarte,Centro,Sao Jose Da Varginha,35694000,
Rua Antônio José Salgado,Jardim Colonial,Varginha,37044210,
Rua Antônio Justiniano de Paiva,Vila São Geraldo,Varginha,37030410,
"Avenida Antônio Lima Reis
- até 274/275",Alto da Figueira II,Varginha,37004740,
"Avenida Antônio Lima Reis
- de 276/277 ao fim",Alto da Figueira III,Varginha,37004739,
"Rua Antônio Massoti Filho
- até 691/692",Parque Boa Vista,Varginha,37030130,
"Rua Antônio Massoti Filho
- de 693/694 ao fim",Parque Boa Vista,Varginha,37030133,
"Rua Antônio Menegueli
- até 588/589",Residencial Belo Horizonte,Varginha,37031229,
"Rua Antônio Menegueli
- de 590/591 ao fim",Residencial Belo Horizonte II,Varginha,37031250,
Travessa Antônio Miguel Andere,Centro,Varginha,37002055,
Avenida Antônio de Pádua Amâncio,Industrial JK,Varginha,37062490,
Rua Antônio de Souza Pinto,Jardim Ribeiro,Varginha,37068100,
Rua Aníbal Dias Ribeiro,Residencial Vale das Palmeiras,Varginha,37031332,
"Rua Aparecida
- até 90/91",Vila Martins,Varginha,37010260,
"Rua Aparecida
- de 92/93 ao fim",Vila Martins,Varginha,37010261,
Rua Aparecida,Parque Catanduvas,Varginha,37006740,
"Rua Aparecido Luiz Corsi
- até 65/66",Residencial Alto Pinheiros,Varginha,37036826,
"Rua Aparecido Luiz Corsi
- de 67/68 ao fim",Parque Alto dos Pinheiros,Varginha,37036862,
Avenida Aprígio Tavares de Souza,Distrito Industrial Cláudio Galvão Nogueira,Varginha,37066410,
"Rua Aracy Pinto Paiva
- até 161/162",Vila Paiva,Varginha,37018040,
"Rua Aracy Pinto Paiva
- de 163/164 ao fim",Vila Paiva,Varginha,37018043,
Avenida Araripe Pieve,Imperial,Varginha,37045100,
Rua Araxá,Conjunto Habitacional Sion,Varginha,37044540,
Rua Araújo,Centro,Varginha,37018520,
Rua Arcelino Rios,São Francisco,Varginha,37044420,
Rua Argemiro de Lima,Sagrado Coração II,Varginha,37004818,
Rua Argemiro de Lima,Alto da Figueira II,Varginha,37004746,
Rua Argentina,Vila Pinto,Varginha,37010640,
Rua Argentina,Rosário,Sao Jose Da Varginha,35694000,
Rua Argentino Bueno da Silva,Parque Mariela,Varginha,37030090,
Rua Ari Martins Ribeiro,Jardim Mont Serrat,Varginha,37036280,
Rua Arilton Carvalho,Conjunto Habitacional Centenário,Varginha,37062050,
Rua Aristides Marcolino Araújo,Jardim Ribeiro,Varginha,37068040,
"Rua Aristides Paiva
- até 283/284",Vila Paiva,Varginha,37018620,
"Rua Aristides Paiva
- de 285/286 ao fim",Vila Paiva,Varginha,37018623,
"Rua Belo Horizonte
- de 15/16 a 34/35",Jardim Andere,Varginha,37006370,
Rua Belo Horizonte,Rosário,Sao Jose Da Varginha,35694000,
Rua Benedito Alves de Carvalho,Padre Vitor,Varginha,37048460,
Rua Benedito Baroni,Cruzeiro do Sul,Varginha,37045228,
Rua Benedito Cardoso Farias,Bela Vista,Varginha,37014780,
Rua Benedito Cândido,Residencial Alto Pinheiros,Varginha,37036818,
Rua Benedito Domiciano,Padre Vitor,Varginha,37048350,
Rua Benedito Geonésio Benetolo,Santa Luzia,Varginha,37005164,
Rua Benedito Nicácio de Almeida,Jardim Oriente,Varginha,37037102,
Rua Benedito Ribeiro de Morais,Conjunto Habitacional Centenário,Varginha,37056170,
Rua Benedito Valadares,Centro,Sao Jose Da Varginha,35694000,
Rua Benedito Valadares,Cruzeiro,Sao Jose Da Varginha,35694000,
"Avenida Benjamin Constant
- até 387/388",Centro,Varginha,37010000,
"Avenida Benjamin Constant
- de 389/390 ao fim",Nossa Senhora de Fátima,Varginha,37010195,
"Avenida Benjamin Constant
1000 Loja 18",Nossa Senhora de Fátima,Varginha,37010959,
"Avenida Benjamin Elisei
- até 494/495",Jardim Mont Serrat,Varginha,37036320,
"Avenida Benjamin Elisei
- de 496/497 ao fim",Park Rinaldo,Varginha,37036365,
Praça Benjamin Elisei,Vila Bueno,Varginha,37006760,
Rua Bento Pinto da Costa,Jardim Santa Mônica,Varginha,37060318,
Rua Bento Prado,Jardim Petrópolis,Varginha,37006690,
Rua Bepe Alegro,Jardim dos Pássaros,Varginha,37026630,
Rua Berlim,Vila Andere II,Varginha,37026450,
Rua Bernard Johnson,Vila Morais,Varginha,37004380,
Rua Bernardo Clepf,Jardim Corcetti I,Varginha,37036550,
Rua Bernhard Johnson Jr,Santa Terezinha,Varginha,37074070,
"Rua Adalberto Ferraz
- de 351/352 ao fim",Centro,Pouso Alegre,37550105,
Rua Adelina Curtarello Aragone,Nossa Senhora de Guadalupe,Pouso Alegre,37550626,
Rua Ademar Tavares da Silva,Cidade Jardim,Pouso Alegre,37556660,
Rua Adhemar Cruz,Centro,Pouso Alegre,37550152,
Rua Adiel Paciulli,Buritis,Pouso Alegre,37551374,
Rua Adilson Custódio,Colinas de Santa Bárbara,Pouso Alegre,37551253,
"Rua Adolfo Olinto
- de 671/672 ao fim",Centro,Pouso Alegre,37550041,
"Rua Adolfo Olinto
- até 379/380",Centro,Pouso Alegre,37550118,
"Rua Adolfo Olinto
281",Centro,Pouso Alegre,37552959,
"Rua Adolfo Olinto
- de 381/382 a 669/670",Centro,Pouso Alegre,37550032,
Rua Adriano de Freitas Cardoso,Fátima III,Pouso Alegre,37555002,
Rua Adão Pedro Bebiano,Centro,Pouso Alegre,37550166,
"Rua Adílio Cerqueira de Albuquerque
- de 188/189 ao fim",Jardim Jacarandá,Pouso Alegre,37557594,
"Rua Adílio Cerqueira de Albuquerque
- até 186/187",Aeroporto Jatobá,Pouso Alegre,37557519,
Rua Afonsina Ferreira Guersoni,Pão de Açúcar,Pouso Alegre,37555265,
Rua Afonsina Guimarães Cobra,Saudade - Bom Jesus,Pouso Alegre,37553444,
"Rua Afonso Pena
- até 209/210",Centro,Pouso Alegre,37550091,
"Rua Afonso Pena
- de 211/212 ao fim",Centro,Pouso Alegre,37550092,
"Rua Agostinho Andery
- até 409/410",Francisca Augusta Rios,Pouso Alegre,37557034,
"Rua Agostinho Andery
- de 411/412 ao fim",Francisca Augusta Rios,Pouso Alegre,37557055,
Rua Agostinho Ribeiro da Silva,Jardim Brasil I,Pouso Alegre,37560219,
Rua Aguinaldo Falcão,Residencial Santa Rita II,Pouso Alegre,37559515,
Rua Alaíde Chiarini,Centro,Pouso Alegre,37550127,
Rua Albertina Coutinho de Rezende,Jardim Noronha,Pouso Alegre,37551013,
Rua Alberto Luiz Coutinho,Residencial Jardim Redentor,Pouso Alegre,37550720,
Travessa Alberto Paciulli 3ª,Dindinha,Pouso Alegre,37552326,
